rank,title,rating,release_year
14,Afro Samurai,3.76,2007
15,Taboo,3.62,1999
16,Moolaadé,3.95,2004
17,Chennai Express,2.95,2013
18,Burn,2.41,2019
19,The Rapture,3.39,1991
20,Survive Style 5+,3.92,2004
21,The Married Woman,3.68,1964
22,Gasoline Rainbow,3.34,2023
23,Naomi and Ely's No Kiss List,2.14,2015
24,The Children Act,3.17,2017
25,A Christmas Prince: The Royal Wedding,2.16,2018
26,Pachyderm,3.54,2022
27,Blood Father,3.06,2016
28,Bambi II,2.87,2006
29,Drumline,3.11,2002
30,Sandy Wexler,2.37,2017
31,The Mother of Tears,2.41,2007
32,The Case of Hana & Alice,3.71,2015
33,The Importance of Being Earnest,3.33,2002
34,"Bloody Nose, Empty Pockets",3.79,2020
35,Finestkind,2.65,2023
36,The Shootist,3.69,1976
37,Saving Bikini Bottom: The Sandy Cheeks Movie,1.54,2024
38,Fast Food Nation,2.91,2006
39,Afflicted,3.14,2013
40,The Passengers of the Night,3.66,2022
41,Adventure Time: Fionna & Cake,4.35,2023
42,Fearless,3.64,2006
43,"Love, Guaranteed",2.23,2020
44,Taking Off,3.86,1971
45,Holy Camp!,3.28,2017
46,Satanic Panic,2.82,2019
47,Wild Reeds,3.76,1994
48,Dragon Ball Z: Fusion Reborn,3.61,1995
49,Planes: Fire & Rescue,2.19,2014
50,Rurouni Kenshin Part I: Origins,3.53,2012
51,Rent-A-Pal,3.24,2020
52,Watermelon Man,3.71,1970
53,Teen Witch,2.84,1989
54,Grandma,3.49,2015
55,Charlotte's Web,3.39,1973
56,The Funeral,3.68,1996
57,A Castle for Christmas,2.18,2021
58,Murina,3.64,2021
59,The War Zone,3.68,1999
60,Joyeux Noel,3.69,2005
61,Hope Floats,2.86,1998
62,13 Sins,2.92,2014
63,Pinball: The Man Who Saved the Game,3.47,2022
64,Problem Child,2.69,1990
65,Mur Murs,3.96,1981
66,What We Did on Our Holiday,3.42,2014
67,Steamboy,3.39,2004
68,Nemesis,3.17,1992
69,Knox Goes Away,3.23,2023
70,Love Has Won: The Cult of Mother God,3.58,2023
71,Meet Me Next Christmas,2.46,2024
72,"Rio, Zona Norte",4.22,1957
1,Arthur 3: The War of the Two Worlds,2.52,2010
2,Batman: The Doom That Came to Gotham,2.90,2023
3,Noises Off...,3.70,1992
4,The Informer,2.98,2019
5,Alpha and Omega,2.05,2010
6,Wolf Creek 2,3.06,2013
7,The Letter,3.66,1940
8,Cosmos,3.40,2015
9,The Housemaid,3.05,2010
10,The Big Combo,3.75,1955
11,Sweetheart,2.92,2019
12,Chained,3.16,2012
13,Stree 2,3.09,2024
14,Remember the Night,3.79,1940
15,Falling in Love,3.16,1984
16,She Done Him Wrong,3.12,1933
17,Fantastic Voyage,3.39,1966
18,Moby Dick,3.59,1956
19,Dead Pigs,3.56,2018
20,The Two Faces of January,3.09,2014
21,Hail Mary,3.66,1985
22,Reminiscences of a Journey to Lithuania,4.08,1972
23,Alex Wheatle,3.45,2020
24,Attack on Titan,2.78,2015
25,"Two Cars, One Night",3.76,2003
26,Book Club: The Next Chapter,2.67,2023
27,Capitalism: A Love Story,3.54,2009
28,Gate of Hell,3.66,1953
29,For Your Consideration,3.20,2006
30,Tamasha,3.44,2015
31,Asylum,3.26,1972
32,War,2.59,2007
33,Patlabor 2: The Movie,4.13,1993
34,Bugsy,3.34,1991
35,Strait-Jacket,3.56,1964
36,Woyzeck,3.49,1979
37,Killer Heat,2.41,2024
38,Identifying Features,3.85,2020
39,Exorcist: The Beginning,2.14,2004
40,Critters 2,3.01,1988
41,So Undercover,2.39,2012
42,Daybreak,3.86,1939
43,In the Soup,3.68,1992
44,They'll Love Me When I'm Dead,3.69,2018
45,Pink Floyd: Live at Pompeii,4.34,1972
46,Fires on the Plain,4.09,1959
47,Dead Heat,3.11,1988
48,Admission,2.66,2013
49,Larry David: Curb Your Enthusiasm,4.22,1999
50,Wrong,3.32,2012
51,Wedding Daze,2.59,2006
52,House Party,2.37,2023
53,Chilly Scenes of Winter,3.81,1979
54,Last Seen Alive,2.29,2022
55,Lou,3.67,2017
56,Final Cut: Ladies and Gentlemen,3.88,2012
57,Violation,3.05,2020
58,Behind the Curve,3.32,2018
59,Oliver Twist,3.74,1948
60,Curse of the Golden Flower,3.51,2006
61,Supergirl,2.03,1984
62,Nine Lives,1.91,2016
63,The Prince of Tides,3.33,1991
64,Animal Crackers,3.65,1930
65,Family Guy Presents: It's a Trap!,3.26,2010
66,The Room,2.67,2019
67,Adam,3.29,2009
68,The Phantom,2.56,1996
69,The Guardian,3.31,2006
70,My American Uncle,3.91,1980
71,Hawaiian Vacation,3.26,2011
72,Man of the West,3.76,1958
1,Love Life,3.59,2022
2,On Chesil Beach,2.94,2017
3,Zom 100: Bucket List of the Dead,2.60,2023
4,Tim and Eric's Billion Dollar Movie,3.23,2012
5,Hardball,3.15,2001
6,Consent,3.49,2023
7,Rise,3.69,2022
8,Decalogue V,4.31,1989
9,"La Commune (Paris, 1871)",4.28,2000
10,My Broken Mariko,3.75,2022
11,Last Man Standing,3.05,1996
12,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,3.10,2011
13,Hellraiser: Hellseeker,2.04,2002
14,Michael,2.63,1996
15,Mansfield Park,3.15,1999
16,Chan Is Missing,3.81,1982
17,Be Cool,2.57,2005
18,I'm Here,3.77,2010
19,The Life of Emile Zola,3.26,1937
20,Swallowtail Butterfly,4.02,1996
21,Marlowe,2.38,2022
22,Spookies,2.63,1986
23,Bad Samaritan,2.91,2018
24,Leonor Will Never Die,3.67,2022
25,We Are Marshall,3.28,2006
26,2048: Nowhere to Run,3.33,2017
27,Minha Vida em Marte,3.39,2018
28,The Fifth Estate,2.76,2013
29,Vertical Limit,2.78,2000
30,Singapore Sling,3.65,1990
31,Take Me Home Tonight,2.82,2011
32,Mercury Rising,2.81,1998
33,The End of Summer,3.96,1961
34,The Baby,3.18,1973
35,Twisted Pair,2.69,2018
36,Yuri!!! on Ice,3.99,2016
37,The Perfect Score,2.70,2004
38,Bodies,3.65,2023
39,The Black Power Mixtape 1967-1975,4.01,2011
40,Maria Full of Grace,3.65,2004
41,Queen,3.74,2013
42,Meet John Doe,3.71,1941
43,Pete Davidson: Alive from New York,3.14,2020
44,The Specials,3.81,2019
45,Rifkin’s Festival,2.86,2020
46,Ex Drummer,3.59,2007
47,Queen of Tears,3.99,2024
48,Love Is Strange,3.57,2014
49,Love & Gelato,1.60,2022
50,Snitch,2.69,2013
51,Reality+,3.28,2014
52,You Only Live Once,3.75,1937
53,The Rage: Carrie 2,2.47,1999
54,Meu Nome é Gal,3.10,2023
55,Best. Christmas. Ever!,1.69,2023
56,Benjamin,3.47,2018
57,The Hunter,3.34,2011
58,Superman II: The Richard Donner Cut,3.59,2006
59,Mute Witness,3.54,1995
60,Igor,2.58,2008
61,My Sweet Orange Tree,3.92,2013
62,Suck Me Shakespeer,3.02,2013
63,Malice,3.19,1993
64,Pandora and the Flying Dutchman,3.67,1951
65,*batteries not included,3.24,1987
66,Bringing Down the House,2.54,2003
67,The Feeling That the Time for Doing Something Has Passed,3.16,2023
68,Madman,2.65,1981
69,Britney vs. Spears,3.19,2021
70,Angel Face,3.66,1952
71,Brothers,2.38,2024
72,Heartbreak Ridge,3.28,1986
1,Boudu Saved from Drowning,3.70,1932
2,Martha,3.51,2024
3,La Ronde,3.90,1950
4,The Cheetah Girls: One World,2.61,2008
5,Junun,3.66,2015
6,Given,3.62,2020
7,Seoul Station,2.98,2016
8,When the Levees Broke: A Requiem in Four Acts,4.29,2006
9,Shotgun Stories,3.71,2007
10,Three Wishes for Cinderella,3.85,1973
11,Our Dream,3.81,2023
12,Addicted to Fresno,2.86,2015
13,Uncle Drew,2.65,2018
14,Summer Hours,3.78,2008
15,The Outlaws,3.51,2017
16,Down in the Valley,3.12,2005
17,Himiko,3.87,1974
18,Nutty Professor II: The Klumps,2.09,2000
19,The Siege of Jadotville,3.33,2016
20,Contraband,2.76,2012
21,Decalogue III,3.76,1989
22,Suzanne’s Career,3.43,1963
23,The Incredible Jessica James,3.24,2017
24,Hoodwinked Too! Hood VS. Evil,2.10,2011
25,I Am: Celine Dion,3.76,2024
26,Death Spa,2.97,1988
27,Family Pack,2.22,2024
28,Doctor Who: The End of Time,4.07,2009
29,"A White, White Day",3.65,2019
30,Harold and the Purple Crayon,2.27,2024
31,Castle of Purity,3.86,1973
32,Dominion,4.23,2018
33,Baise-moi,2.65,2000
34,Kite,3.29,1998
35,Humanité,3.70,1999
36,X: The Man with the X-Ray Eyes,3.45,1963
37,Quatermass and the Pit,3.52,1967
38,The Monkey,No rating,2025
39,The Endless Summer,3.77,1966
40,Quick Change,3.44,1990
41,The Innocents,3.76,2016
42,WNUF Halloween Special,3.20,2013
43,The Nowhere Inn,3.28,2020
44,Left Behind,1.42,2014
45,The Clan,3.48,2015
46,The Hallow,2.87,2015
47,Youth of the Beast,3.78,1963
48,August Underground,2.08,2001
49,My Liberation Notes,4.24,2022
50,The Tale of Zatoichi,3.85,1962
51,Premonitions Following an Evil Deed,3.52,1995
52,The House of the Spirits,3.14,1993
53,Criss Cross,3.76,1949
54,This Much I Know to Be True,3.93,2022
55,Grudge Match,2.68,2013
56,Poltergeist III,2.44,1988
57,Suspense.,3.77,1913
58,Bye Bye Birdie,3.29,1963
59,Berserk: The Golden Age Arc II – The Battle for Doldrey,3.65,2012
60,Tokyo Olympiad,4.19,1965
61,Zorba the Greek,3.72,1964
62,EDtv,2.94,1999
63,Z for Zachariah,2.91,2015
64,Cassandra's Dream,3.17,2007
65,Queen of Hearts,3.58,2019
66,The Thief of Bagdad,3.80,1924
67,Coming Out,4.11,2020
68,Mary Magdalene,2.99,2018
69,They Call Me Trinity,3.57,1970
70,Kung-Fu Master!,3.62,1988
71,PVT Chat,3.14,2020
72,Anacondas: The Hunt for the Blood Orchid,2.26,2004
1,David Holmes: The Boy Who Lived,3.85,2023
2,Pokémon 4Ever,3.10,2001
3,Are We Done Yet?,2.23,2007
4,Bad News Bears,2.88,2005
5,Catch and Release,2.65,2006
6,Stuck on You,2.64,2003
7,Sleepaway Camp III: Teenage Wasteland,2.49,1989
8,Land Without Bread,3.59,1933
9,Son of the Bride,3.86,2001
10,Sly,3.40,2023
11,The Day After,3.71,2017
12,Resident Evil: Vendetta,3.05,2017
13,Silent Movie,3.41,1976
14,Salmon Fishing in the Yemen,3.07,2011
15,One Piece: Baron Omatsuri and the Secret Island,4.01,2005
16,Keeping the Faith,3.04,2000
17,Ponniyin Selvan: Part I,3.53,2022
18,Lynch/Oz,3.42,2022
19,Deuce Bigalow: European Gigolo,1.97,2005
20,Deadly Blessing,2.83,1981
21,CJ7,3.22,2008
22,Edge of Darkness,3.00,2010
23,Walk of Shame,2.51,2014
24,Night Shift,3.23,1982
25,Sliver,2.46,1993
26,Kisapmata,4.04,1981
27,The Batman vs. Dracula,3.24,2005
28,Bird,3.62,1988
29,Dead Snow 2: Red vs. Dead,3.25,2014
30,Monolith,3.09,2022
31,27,3.59,2023
32,Séance,3.64,2000
33,Bloodhounds,3.99,2023
34,Horse Money,3.93,2014
35,The Ringer,2.73,2005
36,A Canterbury Tale,3.80,1944
37,The Boston Strangler,3.63,1968
38,The Canyons,2.29,2013
39,IO,2.18,2019
40,Fired Up!,2.86,2009
41,Recess: School's Out,3.23,2001
42,Get the Gringo,3.14,2012
43,Wings,3.88,1966
44,Needful Things,3.02,1993
45,The Cure,3.79,1995
46,Boomerang,3.00,1992
47,Céline,4.07,1992
48,Sweat,3.39,2020
49,Shrek the Musical,3.17,2013
50,Crocodile Dundee II,2.64,1988
51,The Ipcress File,3.65,1965
52,Kill the Jockey,3.52,2024
53,The Climb,3.59,2019
54,Hoard,3.51,2023
55,Yeelen,3.66,1987
56,La Tour Montparnasse Infernale,3.33,2001
57,"Oh, Sun",4.02,1970
58,A Better Tomorrow II,3.60,1987
59,Ascension,3.59,2021
60,Bodyguard,3.87,2018
61,Avengers: Secret Wars,No rating,2027
62,The Wonderful Story of Henry Sugar and Three More,3.80,2024
63,A Part of You,3.09,2024
64,Monica and Friends: Bonds,3.48,2019
65,Stonehearst Asylum,3.08,2014
66,Cold Water,3.73,1994
67,Bitter Rice,3.85,1949
68,Dangerous Lies,2.03,2020
69,The Young Karl Marx,3.33,2017
70,Rang De Basanti,3.72,2006
71,Middle School: The Worst Years of My Life,2.73,2016
72,Pin,3.38,1988
1,Justice League: The New Frontier,3.28,2008
2,The Legend of Bagger Vance,3.05,2000
3,Damsel,3.00,2018
4,Spies Like Us,3.07,1985
5,Don't Hug Me I'm Scared 4,3.99,2015
6,"Love, Divided",2.38,2024
7,Pigs and Battleships,3.91,1961
8,The Hunchback of Notre Dame,3.77,1939
9,El,3.95,1953
10,Knights of the Zodiac,1.74,2023
11,Kho Gaye Hum Kahan,3.32,2023
12,Unaccompanied Minors,2.92,2006
13,10 Rillington Place,3.77,1971
14,The Next 365 Days,1.20,2022
15,Runaway,4.11,2010
16,WAR IS OVER! Inspired by the Music of John & Yoko,2.68,2023
17,The Stunt Man,3.53,1980
18,The Eye,2.33,2008
19,Journey to Bethlehem,3.06,2023
20,I Live in Fear,3.72,1955
21,22 vs. Earth,3.13,2021
22,The Unborn,2.00,2009
23,Crossfire,3.57,1947
24,Stage Door,3.89,1937
25,Errementari: The Blacksmith and the Devil,3.26,2017
26,Sun and Concrete,3.75,2023
27,Death Parade,3.95,2015
28,Heroic,3.45,2023
29,It Came from Outer Space,3.24,1953
30,Narc,3.54,2002
31,Dona Flor and Her Two Husbands,3.66,1976
32,Aloha Scooby-Doo!,3.20,2005
33,Eros,3.21,2004
34,Alfie,2.70,2004
35,The Suicide Shop,3.21,2012
36,Everybody’s Everything,3.75,2019
37,Dude,2.28,2018
38,Tracks,3.49,2013
39,AnoHana: The Flower We Saw That Day,3.81,2011
40,The Dilemma,2.32,2011
41,Satan's Slaves 2: Communion,3.23,2022
42,Mrs. America,4.04,2020
43,Female Prisoner Scorpion: Jailhouse 41,3.84,1972
44,La Bête Humaine,3.75,1938
45,The Bookshop,3.03,2017
46,Please Stand By,3.26,2017
47,Medicine for Melancholy,3.35,2008
48,Batman: Mystery of the Batwoman,3.08,2003
49,Naked,2.20,2017
50,All Fun and Games,1.91,2023
51,Blow Up My Town,3.58,1968
52,Knightriders,3.44,1981
53,White Girl,2.73,2016
54,Crooked House,3.00,2017
55,Like Minds,3.29,2006
56,Rodan,3.21,1956
57,Earth to Echo,2.93,2014
58,Landscape Suicide,3.95,1986
59,3 Days to Kill,2.59,2014
60,Gamera: Guardian of the Universe,3.58,1995
61,Freaky Friday,3.10,1976
62,Every Man for Himself,3.54,1980
63,Red Sonja,2.52,1985
64,Body Melt,2.97,1993
65,Diamonds of the Night,3.90,1964
66,The Bigamist,3.51,1953
67,Godzilla vs. Mothra,3.28,1992
68,Biosphere,3.23,2022
69,The Cow,3.98,1969
70,Double Impact,2.80,1991
71,2 Days in Paris,3.35,2007
72,Trigger Warning,1.96,2024
1,The Lovers,3.67,1958
2,The Man Who Planted Trees,4.23,1987
3,Penguin Highway,3.58,2018
4,Nazarin,3.92,1959
5,Society of the Snow: Who Were We on the Mountain?,4.07,2024
6,54,2.87,1998
7,ThanksKilling,2.17,2008
8,Bulbbul,3.33,2020
9,The Bandit,3.74,1996
10,Chicken for Linda!,3.82,2023
11,Decalogue IV,4.06,1989
12,Black Friday,2.32,2021
13,Await Further Instructions,2.45,2018
14,The Sprinkler Sprinkled,3.52,1895
15,Slaughterhouse-Five,3.47,1972
16,And the Ship Sails On,3.74,1983
17,Pistol,3.59,2022
18,Paradise Kiss,4.11,2005
19,Dexter: New Blood,3.54,2021
20,Gully Boy,3.69,2019
21,"Diaries, Notes, and Sketches",4.11,1968
22,Tunnel,3.41,2016
23,Kon-Tiki,3.47,2012
24,The Stand,3.23,1994
25,Death Wish 3,3.16,1985
26,Good Burger 2,2.33,2023
27,Godzilla Against MechaGodzilla,3.42,2002
28,Veer-Zaara,3.85,2004
29,Pépé le Moko,3.76,1937
30,Ride Lonesome,3.71,1959
31,Hands on a Hardbody: The Documentary,3.98,1997
32,Lady Snowblood 2: Love Song of Vengeance,3.32,1974
33,I Told Sunset About You,4.25,2020
34,Frankenstein,3.23,1910
35,It's a Summer Film!,3.68,2020
36,Barbershop,3.15,2002
37,Ricky Gervais: Armageddon,3.12,2023
38,"Family Romance, LLC",3.42,2019
39,Doctor Who: The Christmas Invasion,3.71,2005
40,The Medallion,2.38,2003
41,Little Women,3.47,1933
42,Kidnap,2.56,2017
43,Summer Strike,4.07,2022
44,The Phantom of the Open,3.56,2021
45,Twinkling Watermelon,4.33,2023
46,Madadayo,3.80,1993
47,Men & Chicken,3.47,2015
48,The Nun's Story,3.63,1959
49,Experimenter,3.30,2015
50,Tramps,3.30,2016
51,Glen or Glenda,2.85,1953
52,My Little Pony: The Movie,3.15,2017
53,License to Wed,2.36,2007
54,Wildcat,3.06,2023
55,Gurren Lagann,4.28,2007
56,Trauma,2.98,1993
57,Outside,2.61,2024
58,Reindeer Games,2.68,2000
59,Cowboys,3.57,2020
60,Miss You Already,3.35,2015
61,The Professionals,3.67,1966
62,Anthropophagous,2.76,1980
63,Typhoon Club,3.75,1985
64,Siberia,3.05,2020
65,Stargirl,2.54,2020
66,I Love My Dad,3.29,2022
67,1492: Conquest of Paradise,2.85,1992
68,Soapdish,3.20,1991
69,National Security,2.61,2003
70,Before the Fall,3.77,2004
71,The Bee Gees: How Can You Mend a Broken Heart,3.88,2020
72,Murder by Contract,3.73,1958
1,Much Ado About Nothing,3.43,2012
2,In Search of Darkness,3.82,2019
3,Game of Thrones: The Last Watch,3.60,2019
4,Airport,3.19,1970
5,The Merchant of Four Seasons,3.77,1971
6,Infernal Affairs II,3.68,2003
7,Melody Time,2.66,1948
8,La Cage aux Folles,3.62,1978
9,OSS 117: From Africa with Love,2.77,2021
10,The Future,3.33,2011
11,Cadillac Records,3.35,2008
12,The House That Screamed,3.52,1969
13,The Shadow,2.87,1994
14,G.B.F.,2.42,2013
15,Black Knight,2.35,2001
16,In Front of Your Face,3.73,2021
17,Native Son,3.12,2019
18,Stealing Raden Saleh,3.56,2022
19,"Pizza, Beer, and Cigarettes",3.62,1997
20,GANTZ:O,3.34,2016
21,Café Lumière,3.69,2003
22,The Three Stooges,2.40,2012
23,Taylor Swift City of Lover Concert,4.31,2020
24,Gemini,3.64,1999
25,Main Hoon Na,3.56,2004
26,Angel,3.15,1984
27,Sole Survivor,3.35,1984
28,Open Season 3,1.94,2010
29,Something Useful,3.94,2017
30,The Cleansing Hour,2.90,2019
31,Knight of Fortune,3.57,2022
32,The Son,3.97,2002
33,Toute une nuit,3.89,1982
34,A Cop Movie,3.66,2021
35,License to Drive,3.10,1988
36,Bring It On: In It to Win It,2.61,2007
37,I Spit on Your Grave 2,2.39,2013
38,Revoir Paris,3.54,2022
39,QT8: The First Eight,3.52,2019
40,Constantine: City of Demons - The Movie,3.38,2018
41,Your Sister's Sister,3.43,2011
42,Win Win,3.55,2011
43,Tahara,3.24,2020
44,Minamata,3.54,2020
45,Night Hunter,2.62,2018
46,The Big Gundown,3.89,1967
47,Suite Française,3.31,2014
48,"Clean, Shaven",3.68,1993
49,Very Bad Things,3.08,1998
50,Don't Hug Me I'm Scared 3,3.80,2014
51,The Tall Man,2.65,2012
52,"I Travel Because I Have to, I Come Back Because I Love You",3.78,2009
53,Lovely & Amazing,3.27,2001
54,Teen Titans Go! vs. Teen Titans,3.13,2019
55,Eddington,No rating,
56,On the Line,2.27,2022
57,The NeverEnding Story II: The Next Chapter,2.66,1990
58,Noise,3.78,2022
59,La Vie de Bohème,3.94,1992
60,Notorious,3.11,2009
61,Beautiful Girls,3.29,1996
62,Old Yeller,3.32,1957
63,Remember,3.54,2015
64,Barbie: A Perfect Christmas,2.94,2011
65,Salt of the Earth,3.82,1954
66,One Piece Film: Z,3.64,2012
67,The Forgotten,2.58,2004
68,Enron: The Smartest Guys in the Room,3.66,2005
69,Dungeons & Dragons,1.75,2000
70,Mario Puzo's The Godfather: The Complete Novel for Television,4.43,1977
71,Nobody's Fool,3.66,1994
72,Swing Kids,3.33,1993
1,Mindcage,1.84,2022
2,Letter to a Pig,3.09,2022
3,Wolfen,3.21,1981
4,To Kill a Tiger,3.85,2022
5,Taking Woodstock,3.13,2009
6,Just Before Dawn,3.17,1981
7,The Painter and the Thief,3.84,2020
8,The Killer,2.77,2024
9,Red Post on Escher Street,3.99,2020
10,Sylvie's Love,3.39,2020
11,Grave Torture,3.02,2024
12,Charlie Says,3.03,2018
13,With Every Heartbeat,3.38,2011
14,The Witch Who Came from the Sea,3.21,1976
15,Carrie Pilby,3.08,2016
16,The Act of Seeing with One's Own Eyes,3.91,1972
17,Touchez Pas au Grisbi,3.87,1954
18,The Lost King,3.17,2022
19,How It Ends,2.85,2021
20,The Curse of the Cat People,3.41,1944
21,Marebito,3.30,2004
22,Saraband,3.91,2003
23,Tulip Fever,2.75,2017
24,Hidden,3.10,2015
25,Small Fry,3.19,2011
26,White Hot: The Rise & Fall of Abercrombie & Fitch,2.77,2022
27,Lakeview Terrace,2.79,2008
28,Love on a Leash,2.72,2011
29,The Kings of the World,3.77,2022
30,Boxing Helena,2.66,1993
31,Impossible Things,3.79,2021
32,The Deadly Spawn,3.24,1983
33,Hector and the Search for Happiness,3.19,2014
34,Califórnia,3.61,2015
35,Bajrangi Bhaijaan,3.73,2015
36,M.F.A.,3.17,2017
37,Fando and Lis,3.45,1968
38,Wolf,2.64,2021
39,The Spirit,2.09,2008
40,On-Gaku: Our Sound,3.97,2019
41,Bajirao Mastani,3.51,2015
42,Evil Bong,2.19,2006
43,Private Parts,3.30,1997
44,A Prairie Home Companion,3.39,2006
45,Changing Lanes,3.04,2002
46,68 Kill,2.77,2017
47,Cooley High,3.66,1975
48,Wyatt Earp,3.20,1994
49,Don't Hug Me I'm Scared 5,3.94,2015
50,Human Nature,3.18,2001
51,Class of Nuke 'Em High,3.03,1986
52,The Hawks and the Sparrows,3.72,1966
53,Lonely Planet,2.12,2024
54,The Tall T,3.79,1957
55,The International,3.02,2009
56,National Lampoon's Loaded Weapon 1,3.02,1993
57,The Red Queen Kills Seven Times,3.41,1972
58,Tesla,2.76,2020
59,The Flying Luna Clipper,3.71,1987
60,Going My Way,3.29,1944
61,Leprechaun 3,2.57,1995
62,20 Feet from Stardom,3.72,2013
63,The Rookie,3.23,2002
64,Mr. Malcolm's List,3.00,2022
65,Scooby-Doo! in Where's My Mummy?,3.32,2005
66,Dial Code Santa Claus,3.34,1989
67,Superman: Man of Tomorrow,3.15,2020
68,Nayakan,4.20,1987
69,The Private Life of a Cat,3.95,1946
70,Mutt,3.40,2023
71,You Will Meet a Tall Dark Stranger,2.90,2010
72,Little Giants,3.14,1994
1,This Gun for Hire,3.60,1942
2,Wish I Was Here,3.14,2014
3,Dil Dhadakne Do,3.68,2015
4,The Dyatlov Pass Incident,2.57,2013
5,Richard III,3.67,1995
6,The Pyramid,2.01,2014
7,Sonny Boy,4.26,2021
8,Hellzapoppin',3.97,1941
9,Shrek Retold,3.87,2018
10,Kingdom: Ashin of the North,3.38,2021
11,The Rain People,3.59,1969
12,Homework,4.08,1989
13,The Private Life of Sherlock Holmes,3.47,1970
14,Sharknado 3: Oh Hell No!,2.03,2015
15,The Staircase,3.60,2022
16,Top Five,3.32,2014
17,The Lord of the Rings: The War of the Rohirrim,No rating,2024
18,Because of Winn-Dixie,3.17,2005
19,James Acaster: Repertoire,4.35,2018
20,Green Vinyl,3.57,2004
21,Frownland,3.68,2007
22,Electric Dreams,3.33,1984
23,The Birth of a Nation,3.09,2016
24,Indie Game: The Movie,3.70,2012
25,Ouran High School Host Club,4.05,2006
26,Old Dogs,2.16,2009
27,11:14,3.42,2003
28,Street of Crocodiles,3.95,1986
29,I Don't Want to Sleep Alone,3.82,2006
30,The Hero,4.09,1966
31,Day of the Fight,3.03,1951
32,The Aura,3.65,2005
33,Eric Andre: Legalize Everything,3.20,2020
34,A Christmas Carol,3.60,1984
35,The Day After,3.42,1983
36,Brad's Status,3.20,2017
37,Afterlife of the Party,2.48,2021
38,Split Second,3.00,1992
39,Newness,2.90,2017
40,The Lookout,3.35,2007
41,Who Am I?,3.38,1998
42,Communion,2.93,1989
43,Life,3.03,2015
44,Decalogue VI,4.30,1989
45,Soldier,2.85,1998
46,World of Tomorrow Episode Three: The Absent Destinations of David Prime,4.30,2020
47,The Court Jester,3.89,1955
48,Small Axe,4.15,2020
49,Mighty Joe Young,2.80,1998
50,Tommaso,3.51,2019
51,Veneno,4.43,2020
52,The Thing Called Love,3.27,1993
53,Unrelated,3.47,2007
54,Next Gen,2.99,2018
55,Marina Abramović: The Artist Is Present,3.87,2012
56,Where to Invade Next,3.58,2015
57,Brahmāstra Part One: Shiva,2.63,2022
58,Pola X,3.48,1999
59,Pokémon the Movie: Mewtwo Strikes Back - Evolution,2.52,2019
60,Like Father,2.80,2018
61,Diary of a Mad Housewife,3.72,1970
62,Def by Temptation,3.21,1990
63,The Soloist,3.09,2009
64,The Pink Panther Strikes Again,3.52,1976
65,Contracted,2.48,2013
66,Resident Evil: Degeneration,2.77,2008
67,My Heart Can't Beat Unless You Tell It To,3.33,2020
68,Salaam Bombay!,3.89,1988
69,Play,3.70,2011
70,The Postman Always Rings Twice,3.21,1981
71,Big Bad Wolves,3.49,2013
72,"20,000 Days on Earth",3.84,2014
